EmpID,FirstName,LastName,StartDate,ExitDate,Supervisor,ADEmail,EmployeeType,TerminationType,TerminationDescription,DOB,SSN,Address,City,State,JobTitle,Salary,Gender,Race,MaritalStatus,PerformanceScore,CurrentEmployeeRating
3060,Marcelo,Galvan,29-Aug-20,,Patrick Martinez,marcelo.galvan@bestremotejob.com,Part-Time,Unk,,7/2/1960,465-43-2430,78453 Parker Fort Suite 489,New Ryanstad,WI,Account Executive,142243,Male,Asian,Widowed,Fully Meets,2
2501,Joy,Sellers,25-Dec-22,,Jennifer Graves,joy.sellers@bestremotejob.com,Full-Time,Unk,,12/2/1960,656-15-0144,43124 Duncan Park,Meyerview,MA,Senior Engineer,209442,Male,Black,Divorced,Fully Meets,2
2788,Brooks,Leach,3-Jun-23,14-Jul-23,Edward Navarro,brooks.leach@bestremotejob.com,Contract,Involuntary,Program deal run.,2/6/1961,721-53-9787,95980 Barnett Forest Apt. 889,North Jenniferport,MS,Facilities Director,151027,Female,Black,Widowed,Fully Meets,1
3357,Sidney,Hooper,30-Aug-22,,Kevin Fitzgerald,sidney.hooper@bestremotejob.com,Full-Time,Unk,,4/5/1961,509-21-8164,651 Tara Club,Lake Louisfurt,VI,Senior Engineer,199344,Male,Asian,Married,Exceeds,1
2958,Ulises,Herring,1-Jun-20,,Dennis Simpson,ulises.herring@bestremotejob.com,Contract,Unk,,4/11/1961,391-24-9179,582 Juarez Heights,North Barbaraborough,FM,Social Media Manager,99300,Male,Black,Divorced,Fully Meets,4
1026,Alexis,Moss,3-Nov-22,9-Feb-23,Benjamin Frederick,alexis.moss@bestremotejob.com,Contract,Resignation,Where forward evening huge cost share eat.,4/12/1961,529-05-1745,5940 Barr Villages Suite 075,Dianaland,TX,Web Designer,82490,Female,Other,Widowed,Fully Meets,3
2762,Carla,Demita,27-Jun-21,2-Jan-22,Cheryl Cole,carla.demita@bestremotejob.com,Part-Time,Resignation,Stock avoid company tend tell success.,11/7/1961,968-95-4737,23843 Steven Spring,Flynnmouth,ND,Computer Systems Analyst,158769,Female,Asian,Single,Fully Meets,4
3589,Giovani,Roy,25-Apr-19,,Jay Bush,giovani.roy@bestremotejob.com,Contract,Unk,,4/8/1962,850-22-9886,03554 Cassandra Forks,East Alyssaborough,NY,Marketing Manager,136507,Male,White,Single,Fully Meets,1
3322,Roland,Berg,31-Jul-20,27-Sep-22,Kathleen Bowen,roland.berg@bestremotejob.com,Part-Time,Voluntary,Different down happen near impact.,6/4/1962,565-18-0663,150 Brian Center Apt. 511,Sydneyville,DC,Product Specialist,137407,Male,White,Single,Fully Meets,4
1410,Ashanti,Price,25-Feb-22,28-Apr-23,Tina Griffin,ashanti.price@bestremotejob.com,Contract,Resignation,Else behind none grow up significant behavior.,7/1/1962,538-11-0771,5254 Murray Parkway Suite 484,Farrellland,ID,Web Designer,89902,Female,White,Widowed,Exceeds,3
2552,Jalen,Jennings,21-Jan-23,,Nathan Vazquez,jalen.jennings@bestremotejob.com,Full-Time,Unk,,11/4/1962,574-25-2315,03546 Crystal Place,Port Tiffany,CO,Computer Systems Analyst,131154,Male,White,Single,Fully Meets,5
2592,Rubi,Shields,15-Oct-20,,Martin Shelton,rubi.shields@bestremotejob.com,Contract,Unk,,11/12/1962,834-23-7206,7141 Beth Parkways,Lake Christopher,MD,Web Designer,109913,Male,Asian,Single,Fully Meets,2
1572,Chance,Warner,28-Sep-21,9-Oct-22,Julie Porter,chance.warner@bestremotejob.com,Part-Time,Resignation,Simple over long.,1/3/1963,669-75-5429,079 Jane Crossing,Port Rickyfort,WI,Customer Service Representative,97662,Female,Black,Married,Fully Meets,3
3241,Lana,Vega,15-May-22,,Jessica Lawson,lana.vega@bestremotejob.com,Part-Time,Unk,,3/4/1963,690-15-8303,5619 Li Key,Millerville,NH,Project Manager,121610,Female,White,Divorced,Fully Meets,1
2843,Manuel,Haley,22-Nov-21,,Raymond Johnson,manuel.haley@bestremotejob.com,Full-Time,Unk,,3/10/1963,205-63-3347,31486 Vega Junctions Apt. 739,New Barbara,RI,Senior Engineer,199938,Male,Black,Married,Fully Meets,1
1792,Sawyer,Oliver,21-May-19,,Brittany Olson,sawyer.oliver@bestremotejob.com,Full-Time,Unk,,5/10/1963,981-51-4937,7189 Timothy Corner Apt. 711,South Justin,GU,Human Resources Assistant,73773,Male,Black,Divorced,Fully Meets,3
3436,Joseph,Martins,21-Jan-22,29-Jun-23,George Jenkins,joseph.martins@bestremotejob.com,Part-Time,Resignation,Summer personal bag.,7/7/1963,758-11-8375,054 Klein Lane,Anthonyfort,CT,Computer Operator,75819,Male,Asian,Widowed,Fully Meets,5
2405,Emily,Davidson,13-Sep-20,15-Mar-22,Jackie Walsh,emily.davidson@bestremotejob.com,Full-Time,Involuntary,Your never oil finally public major shake they.,11/7/1963,249-34-3997,29152 Riley Branch,Wardport,NY,IT Support Specialist,64821,Male,White,Divorced,Fully Meets,4
3338,Aspen,Underwood,15-Nov-19,,David Spears,aspen.underwood@bestremotejob.com,Contract,Unk,,3/2/1964,898-90-2739,3237 Joseph Vista,New Matthewview,TX,Project Manager,147932,Female,Hispanic,Divorced,Fully Meets,3
2942,Eliana,Hammond,30-May-19,8-Jan-20,Susan Herrera,eliana.hammond@bestremotejob.com,Full-Time,Retirement,Answer today entire deep.,11/7/1964,528-58-7426,053 Martinez Highway Suite 567,New Nathanland,WY,IT Support Specialist,78392,Female,Black,Widowed,Needs Improvement,2
3087,Corinne,Campos,3-Jul-23,,Duane Kelly,corinne.campos@bestremotejob.com,Contract,Unk,,12/4/1964,691-87-2726,8738 Rivera Circles Apt. 065,Lake Jamesfort,WI,Senior Engineer,192213,Female,Black,Married,Fully Meets,4
2040,Brynlee,Crawford,5-Dec-21,26-Jun-23,Eric Walton,brynlee.crawford@bestremotejob.com,Contract,Involuntary,Impact central buy top section.,7/5/1965,213-09-9585,547 Barnes Lake,Rodriguezmouth,DC,Account Executive,150496,Female,Other,Divorced,Fully Meets,3
2301,Lauren,Keith,12-Feb-21,3-Aug-22,Peter Williams,lauren.keith@bestremotejob.com,Part-Time,Voluntary,Join executive spend speak many sometimes.,8/12/1965,284-96-9688,995 Daniel Lake,Brandonbury,VI,IT Support Specialist,64282,Female,Asian,Single,Fully Meets,1
1816,Jamari,Dunn,28-Aug-20,,Ronald Castro,jamari.dunn@bestremotejob.com,Contract,Unk,,2/9/1966,282-49-7723,2502 Rollins Haven Apt. 823,Nicolestad,MO,Account Coordinator,77478,Female,Other,Single,Fully Meets,3
2536,Alfred,Rivas,31-Dec-22,,Randy Thomas,alfred.rivas@bestremotejob.com,Contract,Unk,,5/2/1966,179-08-1420,13249 Jeremy Haven Suite 386,Nathantown,ND,Sales Representative,57003,Male,Hispanic,Married,Fully Meets,2
2866,Jadon,Mata,16-Nov-21,,Danielle Rangel,jadon.mata@bestremotejob.com,Part-Time,Unk,,8/1/1966,106-56-7666,8358 Adams Isle Apt. 497,Edwardsmouth,WY,IT Support Specialist,70658,Female,Hispanic,Single,Fully Meets,2
1626,Katie,Roper,17-Sep-20,8-Jun-21,William Green,katie.roper@bestremotejob.com,Full-Time,Resignation,To national third with give law live.,12/11/1966,702-75-4496,4589 Brittany Grove Suite 096,Gomeztown,MH,Sales Representative,54474,Female,Other,Married,Needs Improvement,3
1413,Ann,Montgomery,27-Sep-19,8-Feb-23,Maria Payne,ann.montgomery@bestremotejob.com,Part-Time,Retirement,Daughter case most. Even most man even.,3/1/1967,923-85-2453,10514 Long Ports Apt. 727,Port Daniel,OR,Web Designer,80740,Male,Black,Widowed,Needs Improvement,3
2275,Michael,Albert,25-Jan-22,,Daniel Garcia,michael.albert@bestremotejob.com,Part-Time,Unk,,7/2/1967,685-03-7517,970 Greg Corners,West Hannah,MP,Computer Systems Analyst,139878,Male,Asian,Married,Fully Meets,2
2093,Carlee,Lang,8-Sep-20,24-Aug-22,Harold Mccullough,carlee.lang@bestremotejob.com,Contract,Resignation,Opportunity place deal.,1/1/1968,911-44-1056,54234 Blevins Stream,West Phillipborough,AL,IT Support Specialist,70398,Female,Hispanic,Married,Fully Meets,3
2116,Stanley,Bowen,21-Aug-21,,David Cook,stanley.bowen@bestremotejob.com,Part-Time,Unk,,6/6/1968,248-10-4248,5014 Cannon Oval,Port Sabrinamouth,MP,IT Support Specialist,68938,Female,Black,Divorced,Needs Improvement,4
1875,Taylor,Mann,4-Jan-21,4-Mar-23,Patricia Robbins,taylor.mann@bestremotejob.com,Full-Time,Involuntary,Young finally can fact.,9/8/1968,110-02-1419,538 Schwartz Isle Suite 665,Kennethchester,NE,Web Designer,94298,Male,Other,Single,Fully Meets,3
1782,Braxton,House,13-Jan-19,2-Jul-23,Kenneth Dean,braxton.house@bestremotejob.com,Contract,Retirement,Material as already course. See our realize.,10/5/1968,993-22-8749,80259 Dixon Prairie,Lake Robertberg,AZ,Customer Service Representative,92890,Female,Other,Married,Fully Meets,3
1427,Jean,Duffy,22-Feb-19,,Barry Payne,jean.duffy@bestremotejob.com,Full-Time,Unk,,3/12/1969,443-91-8292,901 Erickson Burg,Port Christineborough,CA,Media Relations Manager,122221,Male,Asian,Divorced,Needs Improvement,3
1085,Madelyn,Lambert,27-Mar-22,,Patricia Wallace,madelyn.lambert@bestremotejob.com,Contract,Unk,,7/10/1969,851-34-2761,58473 Jenna Trail,Port Barry,GA,Office Assistant,84938,Male,Other,Divorced,Fully Meets,3
2789,Isabel,Wyatt,26-Apr-21,6-Jul-21,Matthew Craig,isabel.wyatt@bestremotejob.com,Contract,Retirement,Great parent relate growth summer.,10/8/1969,346-32-9069,79315 Michael Village Suite 510,Davidview,CO,IT Support Specialist,80302,Male,Asian,Divorced,Fully Meets,4
3261,Kaylen,Fisher,17-Jan-21,25-Jun-23,Philip Jackson,kaylen.fisher@bestremotejob.com,Part-Time,Involuntary,Cause data speech tough garden body good.,2/3/1971,985-63-6842,1911 Alvarez Shores,Jerryshire,WA,Product Specialist,117255,Male,Hispanic,Widowed,Fully Meets,4
2863,Caitlin,Palmer,8-Oct-21,,April Sutton,caitlin.palmer@bestremotejob.com,Full-Time,Unk,,5/6/1971,122-75-7987,962 Edward Green Apt. 042,Lake Maurice,TX,Project Manager,124746,Male,Other,Widowed,Needs Improvement,4
1902,Sarahi,Raymond,8-Sep-20,19-Sep-22,Samantha Hester,sarahi.raymond@bestremotejob.com,Full-Time,Retirement,Brother a billion wife watch south.,8/3/1972,170-26-9150,18917 Adams Stravenue Suite 510,Johnsonmouth,WV,Product Specialist,132319,Male,Other,Divorced,Fully Meets,3
1494,Juliana,Schroeder,13-Oct-18,4-Dec-19,Miranda Brown,juliana.schroeder@bestremotejob.com,Contract,Retirement,Thing join brother throughout.,2/6/1973,552-38-5740,456 Martin Oval Apt. 117,Zavalabury,MN,Project Manager,156202,Female,Hispanic,Divorced,Fully Meets,3
1991,Lola,Hensley,18-Jun-19,5-Jul-23,Kimberly Fox,lola.hensley@bestremotejob.com,Contract,Involuntary,Best candidate this seem soldier summer.,7/4/1973,511-65-2822,733 Barrett Isle Apt. 972,West Audreyburgh,GA,Quality Engineer,130886,Female,Other,Married,Fully Meets,3
3326,Keagan,Vaughan,14-Jan-22,,Jackson Baird,keagan.vaughan@bestremotejob.com,Contract,Unk,,9/1/1973,395-92-5726,15628 Leslie Lane,Stevenside,SD,Web Designer,91131,Male,Hispanic,Divorced,Fully Meets,3
2625,Jaron,Rojas,27-Nov-22,19-May-23,William Ellis,jaron.rojas@bestremotejob.com,Full-Time,Retirement,Situation anything economy time relationship.,1/9/1974,339-23-6193,2447 Randall Pines Apt. 681,New Henry,MD,Senior Engineer,183632,Male,Asian,Divorced,Fully Meets,2
3595,Fisher,Stafford,22-Sep-20,14-Sep-22,Nicole Delgado,fisher.stafford@bestremotejob.com,Contract,Resignation,Dark meeting play room head join truth involve.,4/8/1974,219-99-2104,821 Samuel Unions,Johnfort,PA,Senior Engineer,175588,Male,Other,Divorced,Fully Meets,1
2183,Bria,Bush,13-Dec-18,,Vickie Garrett,bria.bush@bestremotejob.com,Contract,Unk,,8/11/1974,767-48-1373,216 Hall Skyway,Brookeshire,SC,IT Support Specialist,71914,Female,White,Divorced,Exceeds,5
3052,Ean,Barajas,25-Jan-20,5-Feb-23,Ralph Delgado,ean.barajas@bestremotejob.com,Full-Time,Involuntary,Than me read environment hour goal memory.,2/12/1975,957-06-7384,22268 Spence Square,Shannonfurt,VA,Sales Representative,56050,Female,White,Single,Fully Meets,5
2910,Ronan,Burke,1-May-22,,Elizabeth Jones,ronan.burke@bestremotejob.com,Part-Time,Unk,,5/9/1975,582-54-5093,33430 Williams Pines,New Sergiofurt,MD,IT Support Specialist,77880,Female,White,Divorced,Exceeds,1
2792,Diamond,Mcclain,24-Feb-23,,Robert Nguyen,diamond.mcclain@bestremotejob.com,Part-Time,Unk,,10/8/1975,677-99-0825,94071 Miller Gardens Suite 833,Anthonytown,GU,IT Support Specialist,84061,Male,Black,Single,Fully Meets,1
3593,Brayden,Malone,30-May-20,,Ashley Bradshaw,brayden.malone@bestremotejob.com,Contract,Unk,,11/4/1975,682-72-2602,9836 Abigail Extension Apt. 313,Carolland,UT,Project Manager,150822,Male,Asian,Married,Fully Meets,1
2413,Alexus,Greer,27-Jul-22,9-Oct-22,Clayton Phillips,alexus.greer@bestremotejob.com,Full-Time,Resignation,Tree choose manager ask prove three.,2/7/1976,407-82-4334,0338 Lewis Land,Riversmouth,ND,Product Specialist,110551,Female,White,Single,Fully Meets,4
1941,Deven,Frazier,3-Feb-21,,Mackenzie Johnston,deven.frazier@bestremotejob.com,Contract,Unk,,3/8/1976,442-31-9501,143 Sharp Walk Suite 116,Crystaltown,CT,IT Support Specialist,58862,Female,Hispanic,Widowed,Fully Meets,3
2177,Landen,Figueroa,23-Dec-20,,Nicholas Robertson,landen.figueroa@bestremotejob.com,Full-Time,Unk,,5/2/1976,658-53-8954,1761 Sandoval Meadow,Hernandezhaven,ME,Web Designer,83344,Male,Asian,Single,PIP,4
2232,Jovan,Giles,16-Dec-22,,Whitney Small,jovan.giles@bestremotejob.com,Part-Time,Unk,,5/3/1976,314-90-6690,99820 Christina Skyway,North Tara,MA,IT Support Specialist,61303,Male,Hispanic,Single,Fully Meets,5
2153,Alfred,Caldwell,15-Jun-19,,Isaiah Giles,alfred.caldwell@bestremotejob.com,Contract,Unk,,1/8/1977,542-28-2127,33076 Jennifer Rapid,Scottview,SD,Senior Engineer,197010,Female,Other,Married,Exceeds,4
1552,Katie,Gutierrez,5-Jul-23,11-Jul-23,Cory Edwards,katie.gutierrez@bestremotejob.com,Part-Time,Voluntary,Loss beyond low begin end husband.,4/11/1977,390-15-4761,699 Rodriguez Greens,Jamesville,ME,Account Executive,163314,Female,Asian,Widowed,Fully Meets,3
2874,Alex,Collins,14-Feb-22,,Tracy Scott,alex.collins@bestremotejob.com,Part-Time,Unk,,6/12/1977,986-90-0769,57493 Snyder Locks Apt. 459,Vasquezmouth,VI,Account Executive,154644,Male,White,Divorced,Fully Meets,1
3574,Anna,Von Massenbach,18-May-21,4-Jan-22,Timothy Weaver,anna.von massenbach@bestremotejob.com,Contract,Involuntary,News quite number answer program.,8/1/1977,353-64-1104,070 Morris Meadow Suite 204,Tylerton,NJ,IT Support Specialist,61322,Female,Hispanic,Widowed,Fully Meets,1
2859,Rachel,Buckley,1-Feb-19,,Tracey Turner,rachel.buckley@bestremotejob.com,Full-Time,Unk,,10/6/1977,264-91-9307,812 William Roads,Lake Nicoleside,CO,Web Designer,98913,Male,Other,Divorced,Needs Improvement,2
3339,Alyson,Hickman,22-Aug-21,,Matthew Lyons,alyson.hickman@bestremotejob.com,Part-Time,Unk,,11/4/1977,960-63-5043,7380 Cathy Rapid,Westburgh,NC,Senior Engineer,198712,Male,Hispanic,Divorced,Fully Meets,5
2696,Meadow,Delgado,20-Nov-22,8-Feb-23,Chelsea Garcia,meadow.delgado@bestremotejob.com,Contract,Retirement,Top seem police tree against.,1/1/1978,969-22-8349,5934 Yates Throughway,Janetchester,PW,IT Support Specialist,80427,Male,Other,Married,Fully Meets,4
2599,Jase,Waters,27-Mar-22,14-Jun-23,Michaela Jones,jase.waters@bestremotejob.com,Contract,Voluntary,Very research level send picture pressure our.,2/2/1978,711-15-4609,7865 Wise Roads Apt. 365,Timothymouth,MI,IT Support Specialist,60152,Female,Black,Widowed,Fully Meets,2
3420,Levi,Hayden,10-Oct-20,5-Aug-22,Lynn Smith,levi.hayden@bestremotejob.com,Contract,Voluntary,Reason stock professional clear allow two town.,6/8/1978,930-71-3405,424 Obrien Fork,Ginaside,AK,Product Specialist,127944,Female,Other,Married,Fully Meets,2
2061,King,Garrison,12-Dec-18,,Natasha Dennis,king.garrison@bestremotejob.com,Full-Time,Unk,,10/12/1978,860-25-0387,5943 Kelly Drive,South Matthew,OK,Project Manager,143727,Female,Other,Married,Fully Meets,3
2050,Meadow,Atkins,11-Jan-22,16-Dec-22,Lisa Smith,meadow.atkins@bestremotejob.com,Full-Time,Retirement,Top whether good.,12/3/1978,238-85-4592,1909 Strong Club Suite 173,Victorialand,MP,Sales Representative,63394,Female,White,Widowed,Fully Meets,3
2993,Harley,Nunez,18-Mar-19,23-Nov-22,Pamela Suarez,harley.nunez@bestremotejob.com,Full-Time,Involuntary,Risk test morning lawyer.,3/1/1979,391-10-6481,118 Scott Hills Suite 575,Collinsburgh,MA,Recruiting Manager,129484,Male,White,Widowed,Fully Meets,4
3459,Saniya,Yu,18-Apr-21,21-Jun-22,Erin Bailey,saniya.yu@bestremotejob.com,Part-Time,Retirement,Science end approach democratic treatment.,5/5/1979,919-03-4500,81562 Jeffrey View,New Douglas,MD,Sales Representative,55088,Male,Black,Widowed,Exceeds,2
1949,Ashlynn,Duffy,30-Nov-19,,Kimberly Washington,ashlynn.duffy@bestremotejob.com,Contract,Unk,,6/7/1979,428-71-4413,00495 Tony Tunnel Suite 998,West Steven,PA,IT Support Specialist,73810,Female,Hispanic,Divorced,Fully Meets,3
3598,Derick,Rocha,28-Sep-18,5-Aug-23,Alex Moore,derick.rocha@bestremotejob.com,Part-Time,Resignation,Majority executive plan imagine.,2/5/1981,945-03-5878,2458 Deborah Hills,Paulachester,AK,Sales Representative,49456,Female,Other,Married,Needs Improvement,1
2206,Audrina,Williams,25-Oct-22,,Tracey Scott,audrina.williams@bestremotejob.com,Contract,Unk,,3/1/1981,416-03-8306,130 Ashley Station,Andersonmouth,AS,Budget/Accounting Analyst,115879,Female,Other,Widowed,Needs Improvement,5
2729,David,Kirk,10-Dec-18,,Kathryn Kidd DVM,david.kirk@bestremotejob.com,Part-Time,Unk,,3/4/1981,783-03-2162,42701 Phillip Tunnel,Amandaville,NE,Sales Representative,74307,Female,Hispanic,Divorced,Fully Meets,2
3419,Stanley,Reyes,14-Oct-19,,Miss Sandra Mckinney,stanley.reyes@bestremotejob.com,Contract,Unk,,7/12/1981,383-42-9318,412 Monica Passage Suite 276,Campbellborough,AZ,Warehouse Manager,123113,Female,Black,Divorced,Fully Meets,2
3245,Leonel,Tanner,7-Jun-19,30-Dec-21,Mrs. Vickie Barber,leonel.tanner@bestremotejob.com,Full-Time,Voluntary,Fly draw gun true deal sure.,11/1/1981,556-07-8619,3720 Schwartz Forest,Melissaburgh,MI,Project Manager,129816,Female,Black,Married,Fully Meets,1
2420,Carleigh,Garrison,3-Jun-20,,Emily Fritz,carleigh.garrison@bestremotejob.com,Contract,Unk,,12/9/1981,413-72-0185,7345 Larson Road Suite 100,Leblancmouth,RI,Senior Engineer,199490,Female,White,Single,Fully Meets,5
1374,Judith,Mccullough,7-Jul-19,,Stephen Myers,judith.mccullough@bestremotejob.com,Part-Time,Unk,,7/4/1982,830-24-4776,96558 Robert Crest Suite 109,Kathleenfurt,IA,Media Relations Manager,121549,Female,White,Married,Exceeds,3
3228,Adrianna,Johnston,27-May-19,18-Aug-22,Melissa Bennett,adrianna.johnston@bestremotejob.com,Full-Time,Involuntary,Eat unit push read. Weight decide prove defense.,11/1/1982,247-03-0628,014 Mary Glens,South Michael,TN,Computer Systems Analyst,145198,Male,Hispanic,Single,Fully Meets,2
1416,Edward,Love,9-Apr-20,,Brandon Oconnell,edward.love@bestremotejob.com,Part-Time,Unk,,12/1/1982,420-87-4922,1253 Monroe Rapid,North Benjaminfurt,AL,Senior Engineer,172233,Male,Asian,Widowed,Exceeds,3
1655,Chloe,Gould,18-Jul-23,,Lisa Thompson,chloe.gould@bestremotejob.com,Part-Time,Unk,,9/6/1983,875-46-4694,338 Evans Coves Suite 568,New Kenneth,MS,Sales Representative,47743,Male,Black,Married,Fully Meets,3
3393,Skyla,Santiago,25-Aug-18,,Jerry Gilbert,skyla.santiago@bestremotejob.com,Contract,Unk,,11/12/1983,605-48-4978,4711 Wilson Crest Apt. 479,Hooverborough,MO,Staff Scientist,183207,Female,Hispanic,Married,Needs Improvement,3
1606,Hillary,Clements,11-May-19,,Justin Hartman,hillary.clements@bestremotejob.com,Full-Time,Unk,,12/10/1983,969-25-9650,19205 Burke Ports Suite 746,Whitebury,OK,Web Designer,87182,Female,White,Divorced,Exceeds,3
3489,Devyn,Powers,4-Mar-22,,Jessica Murphy,devyn.powers@bestremotejob.com,Part-Time,Unk,,6/6/1984,233-55-4463,12011 Smith Creek Apt. 953,Jacobtown,OK,IT Support Specialist,77940,Female,Black,Divorced,Fully Meets,2
2974,Kayla,Peterson,4-Nov-22,,Dawn Soto,kayla.peterson@bestremotejob.com,Full-Time,Unk,,9/4/1984,193-24-9358,31649 Jason Course,North Kelliefort,OK,Project Manager,136591,Female,Black,Single,Fully Meets,5
3542,Ellie,Gill,15-Apr-23,,Amanda Knight,ellie.gill@bestremotejob.com,Contract,Unk,,11/11/1984,982-93-8404,539 Ashley Valley Suite 620,Cooleyton,KY,Graphic Designer,62531,Male,White,Married,Needs Improvement,1
2157,Ansley,Arias,15-May-20,22-Dec-21,Heather Swanson,ansley.arias@bestremotejob.com,Contract,Retirement,West run alone address week wear.,12/6/1984,978-74-3830,60255 Dodson Mills,East Victoria,ID,Sales Representative,64528,Female,Asian,Married,Exceeds,4
3438,Dheepa,Nguyen,10-Aug-18,4-Nov-19,Brian Miller,dheepa.nguyen@bestremotejob.com,Full-Time,Retirement,Alone once than. More condition pay far.,1/7/1985,764-50-7982,02809 Murray Harbors Apt. 773,West Heather,AL,Copywriter,94033,Female,Asian,Married,Fully Meets,3
2431,Elvis,Kaufman,18-Aug-22,20-Jun-23,Gregg Thomas,elvis.kaufman@bestremotejob.com,Contract,Resignation,At ago debate special can economy.,2/5/1985,808-90-9441,3974 Tristan Mall Suite 007,New Steventown,OH,Web Designer,102532,Female,Asian,Widowed,Fully Meets,4
3105,Josie,Melton,7-Jun-20,9-Jul-22,Scott Stone,josie.melton@bestremotejob.com,Full-Time,Resignation,Figure kind agent send even west.,5/9/1985,627-23-4335,04206 Tracy Mews,Shawnton,ND,Senior Engineer,185673,Male,Black,Married,Fully Meets,1
1254,Alyvia,Sellers,22-Jun-20,,Tracy Ramos,alyvia.sellers@bestremotejob.com,Contract,Unk,,7/12/1985,995-14-9267,6505 Dawn Burg,Tonyville,DE,Compensation Analyst,112962,Female,White,Married,Fully Meets,3
2207,Sam,Knight,27-Jan-21,,Juan Owens,sam.knight@bestremotejob.com,Full-Time,Unk,,10/4/1985,641-93-9564,1404 Maria Freeway,North Samuel,MP,Project Manager,120063,Female,Black,Divorced,Needs Improvement,5
2944,Annie,Galloway,10-May-19,,Ryan Johnson,annie.galloway@bestremotejob.com,Part-Time,Unk,,11/7/1986,853-41-1773,7990 Sutton Summit Apt. 991,Ronaldville,OH,Material Handler,61440,Female,Other,Widowed,Needs Improvement,1
3123,Zaiden,Leblanc,12-Jul-21,,Michael Hays,zaiden.leblanc@bestremotejob.com,Full-Time,Unk,,12/9/1986,491-55-9225,26340 Seth Greens,Port Kristie,AL,Computer Systems Analyst,140915,Male,Hispanic,Married,Fully Meets,4
1017,Julien,Whitehead,7-Sep-20,15-Dec-21,Joshua Gonzalez,julien.whitehead@bestremotejob.com,Full-Time,Involuntary,True system strong often experience.,1/3/1987,490-95-9104,8116 Stuart Loop,Port Margaretfurt,TN,IT Support Specialist,81246,Female,Black,Single,Fully Meets,3
1882,Baron,Luna,9-Nov-21,13-Jan-23,Christina Burgess,baron.luna@bestremotejob.com,Full-Time,Retirement,List try partner four tax.,7/11/1987,817-61-6198,1772 Adams Forges Suite 868,Staceyton,RI,Account Executive,135737,Female,Asian,Divorced,Fully Meets,3
3095,Frederick,Carney,19-Aug-22,,Summer Dickerson,frederick.carney@bestremotejob.com,Contract,Unk,,8/2/1987,756-45-1125,295 Kyle Freeway,Millerport,AS,Senior Engineer,172805,Female,Other,Divorced,Fully Meets,4
1537,Rayne,Simpson,16-Aug-20,,Eddie Herrera,rayne.simpson@bestremotejob.com,Contract,Unk,,6/7/1988,247-82-7585,1113 April Mountain Suite 431,Oliverhaven,NM,IT Support Specialist,81359,Male,Hispanic,Divorced,Fully Meets,3
1753,Rodolfo,Michael,20-Jun-19,14-Oct-19,Kimberly Williams,rodolfo.michael@bestremotejob.com,Contract,Resignation,Available no skill newspaper herself.,11/1/1988,292-20-7459,205 Rice Track,Mcbridestad,GU,Quality Engineer,113310,Male,Black,Divorced,Fully Meets,3
2165,Yasmine,Hughes,16-Mar-19,26-Apr-20,Tracey Cox,yasmine.hughes@bestremotejob.com,Contract,Involuntary,Line know television.,12/4/1988,425-61-1330,311 Palmer Fords Apt. 610,North Jenniferfurt,PW,Facilities Director,133778,Female,Asian,Divorced,Exceeds,3
2619,Carlo,Giles,17-Jun-20,8-Feb-22,Alexandria Brown,carlo.giles@bestremotejob.com,Contract,Involuntary,Use stay among place dinner.,1/8/1989,941-34-5410,745 Anderson Meadows,Sandovalfurt,NE,IT Support Specialist,83694,Male,Hispanic,Divorced,Fully Meets,5
1630,Nola,Moss,25-Apr-21,25-Oct-22,David Wu,nola.moss@bestremotejob.com,Contract,Involuntary,Avoid no beat from interesting.,2/1/1989,550-15-0085,61766 David Skyway Suite 232,Gonzaleschester,PR,IT Support Specialist,72763,Female,Other,Single,Fully Meets,3
3223,Alisa,Aguirre,6-Nov-22,,Jennifer Lopez,alisa.aguirre@bestremotejob.com,Full-Time,Unk,,8/9/1989,248-53-1354,90221 Andrew Branch Suite 573,Port Katie,ND,Customer Service Representative,82237,Female,Asian,Single,Fully Meets,5
3433,Latia,Costa,6-Apr-22,3-Jul-23,Jacob Braun,latia.costa@bestremotejob.com,Full-Time,Involuntary,Me see picture nature degree benefit.,9/6/1990,686-75-9083,317 Kyle Dam Apt. 278,East Daveborough,CT,Computer Systems Analyst,132066,Female,Hispanic,Divorced,Exceeds,4
3027,Alan,Woods,27-May-23,28-Jul-23,Erin George,alan.woods@bestremotejob.com,Part-Time,Voluntary,Me who grow similar realize.,2/1/1991,463-28-2794,2986 John Walk,North Sharontown,VA,Training and Development Manager,120101,Female,White,Single,Fully Meets,5
1105,Shakira,Perry,8-Oct-20,4-Dec-22,Mark Jacobs,shakira.perry@bestremotejob.com,Contract,Voluntary,Others suggest generation budget large west real.,6/10/1991,359-98-6237,24740 Gregory Stravenue Suite 212,New Luisfort,VA,Shipping Clerk,64509,Female,Hispanic,Single,Fully Meets,3
1482,Esmeralda,Galvan,11-Nov-19,,Robert Hall,esmeralda.galvan@bestremotejob.com,Contract,Unk,,10/7/1991,326-67-8961,9645 Washington Throughway,Chandlerton,AR,IT Support Specialist,70700,Female,Asian,Widowed,Exceeds,3
3120,Angelique,Hogan,5-Aug-21,2-Mar-23,Andrew Davis,angelique.hogan@bestremotejob.com,Part-Time,Resignation,Event TV few much continue success.,1/1/1992,617-39-6694,3217 Garcia Harbors,Bowenburgh,TN,Customer Service Representative,75789,Female,Asian,Widowed,Fully Meets,4
